customer_id,full_name,age,gender,email,marital_status,number_of_dependents,employment_status,annual_income,occupation,education_level,residential_status,credit_score,total_assets,total_liabilities,primary_bank,number_of_bank_accounts,number_of_credit_cards,loan_history,investment_portfolio,categories_of_spending,average_monthly_spending,emi_payments,email_engagement,social_media_engagement,website_visits,product_page_visits,ad_clicks,preferred_investment_type,risk_appetite,short-term_goals,long-term_goals,conversion_rate,preferred_communication_channel,churn_risk,previous_offers_shown
95,Norine Janouch,54,Female,njanouch2m@oakley.com,Single,0,Employed,405628,Human Resources Specialist,Bachelor,Owner,512,634569,31081,First Bank,4,3,No history,Stocks,Groceries,17470,1378,Ignored,Opened,4,5,7,Real Estate,Low,Wedding,Property,76,Email,High,Insurance
96,Curry Diggle,43,Male,cdiggle2n@tripadvisor.com,Single,3,Employed,184431,Sales Associate,High School,Owner,595,510257,480298,Community Bank,3,9,No history,None,Groceries,2954,4815,Clicked,Opened,1,5,5,Real Estate,Medium,Travel,Education,88,WhatsApp,Low,Insurance
97,Lamond Burtwhistle,30,Male,lburtwhistle2o@comcast.net,Married,5,Unemployed,182150,Marketing Manager,High School,Renter,831,1924537,257037,National Bank,5,4,Good,None,Travel,12761,1582,Ignored,Opened,47,12,5,Crypto,Low,Gadgets,Property,29,Email,High,Loan
98,Ulberto Anthonsen,42,Male,uanthonsen2p@hhs.gov,Single,2,Self-employed,291442,Software Engineer,Master,Renter,707,1924348,414440,BNY,4,4,Bad,Stocks,Travel,14824,550,Opened,Clicked,16,20,8,Real Estate,High,Gadgets,Education,64,Email,Low,Loan
99,Edmund McGeachy,20,Male,emcgeachy2q@acquirethisname.com,Single,4,Unemployed,117469,Sales Associate,Bachelor,Owner,668,1257041,102664,GS,2,1,Bad,None,Travel,8555,3267,Opened,Ignored,2,8,9,Stocks,Medium,Travel,Property,37,Email,High,Insurance
100,Broddy Hustler,22,Male,bhustler2r@is.gd,Divorced,1,Employed,259577,Sales Associate,Bachelor,Renter,393,1890643,88835,Peoples Bank,3,1,No history,Bonds,Dining,3606,1711,Opened,Ignored,11,5,3,Real Estate,Medium,Travel,Education,73,SMS,Low,Insurance
101,Anthony De Anesy,36,Male,ade2s@oaic.gov.au,Married,1,Unemployed,135998,Marketing Manager,High School,Renter,333,1874167,128201,Peoples Bank,2,3,No history,None,Travel,6178,21,Ignored,Opened,44,0,0,Real Estate,High,Travel,Education,12,SMS,Medium,Insurance
102,Irma Brockhurst,26,Female,ibrockhurst2t@unesco.org,Widowed,2,Employed,127957,Graphic Designer,PhD,Owner,527,153389,87706,GS,4,5,Good,Bonds,Dining,4171,271,Opened,Clicked,24,15,6,Stocks,Medium,Gadgets,Education,98,Email,High,Credit Card
103,Shel Tremblet,23,Female,stremblet2u@nifty.com,Divorced,4,Retired,188298,Graphic Designer,High School,Owner,333,252498,37757,WF,1,6,No history,None,Luxury,9964,4987,Clicked,Ignored,41,17,5,Stocks,Low,Wedding,Property,32,SMS,Medium,Insurance
104,Whitby Mantz,37,Male,wmantz2v@hibu.com,Widowed,5,Retired,160386,Graphic Designer,PhD,Owner,560,682580,375216,BNY,1,10,No history,None,Travel,15727,4292,Clicked,Clicked,20,11,0,Real Estate,Medium,Travel,Property,87,Email,Low,Loan
105,Lynett Little,22,Female,llittle2w@google.ca,Divorced,3,Self-employed,433948,Marketing Manager,Bachelor,Renter,551,779209,432728,BNY,4,8,Good,Stocks,Luxury,16660,1527,Ignored,Opened,20,2,3,Mutual Funds,Medium,Gadgets,Retirement,4,SMS,High,Loan
106,Daven Lympany,27,Male,dlympany2x@miitbeian.gov.cn,Widowed,3,Unemployed,128044,Software Engineer,PhD,Renter,660,1334931,254299,First Bank,1,6,No history,Bonds,Dining,7312,700,Ignored,Ignored,10,5,8,Mutual Funds,Low,Travel,Property,70,SMS,Low,Insurance
107,Marwin Pavey,39,Male,mpavey2y@ft.com,Single,4,Retired,58239,Human Resources Specialist,Master,Renter,791,1179695,216395,GS,2,7,Bad,Crypto,Luxury,6432,176,Opened,Clicked,49,5,8,Real Estate,Low,Wedding,Retirement,81,WhatsApp,Low,Insurance
108,Alberta Trewinnard,34,Female,atrewinnard2z@apple.com,Single,0,Retired,32636,Graphic Designer,Bachelor,Owner,734,948967,384274,GS,5,9,Good,None,Dining,1834,280,Ignored,Opened,31,5,6,Mutual Funds,Medium,Wedding,Retirement,67,WhatsApp,High,Credit Card
109,Kurtis Lambotin,29,Male,klambotin30@g.co,Single,3,Unemployed,210926,Graphic Designer,PhD,Owner,729,1607249,109920,Peoples Bank,3,0,No history,Crypto,Luxury,9237,3896,Opened,Ignored,31,14,10,Crypto,Medium,Gadgets,Retirement,23,WhatsApp,Medium,Credit Card
110,Conrade Clue,50,Male,cclue31@hubpages.com,Married,3,Self-employed,177499,Graphic Designer,Bachelor,Owner,815,687063,307040,WF,5,4,Bad,Stocks,Groceries,1736,3431,Opened,Clicked,13,7,9,Real Estate,High,Wedding,Property,87,WhatsApp,Low,Credit Card
111,Ronda Maseres,33,Female,rmaseres32@hatena.ne.jp,Widowed,4,Self-employed,293053,Human Resources Specialist,PhD,Renter,468,1598832,285498,Community Bank,5,0,Bad,Crypto,Luxury,13691,1956,Opened,Opened,27,17,6,Mutual Funds,Medium,Travel,Retirement,36,WhatsApp,Low,Credit Card
112,Alexis Ofen,20,Male,aofen33@vkontakte.ru,Single,5,Self-employed,202806,Sales Associate,Bachelor,Owner,587,1297732,288805,National Bank,1,9,No history,Crypto,Luxury,12897,92,Ignored,Opened,4,16,7,Crypto,Low,Travel,Education,29,Email,High,Loan
113,Sigismondo Kettlesing,31,Male,skettlesing34@umich.edu,Single,1,Self-employed,486593,Human Resources Specialist,Bachelor,Renter,605,726421,121951,GS,1,4,No history,Crypto,Groceries,10801,4507,Clicked,Clicked,10,16,5,Crypto,Medium,Travel,Property,5,WhatsApp,Medium,Insurance
114,Dougy Cogle,50,Male,dcogle35@shop-pro.jp,Single,2,Student,188382,Marketing Manager,PhD,Owner,712,1446694,69479,First Bank,4,9,Good,Bonds,Groceries,10179,4122,Ignored,Clicked,13,13,2,Crypto,Low,Travel,Education,0,WhatsApp,Low,Insurance
115,Barri Powland,54,Male,bpowland36@narod.ru,Divorced,1,Student,465817,Marketing Manager,PhD,Renter,401,1102055,330724,Community Bank,2,9,Good,None,Dining,2022,4677,Ignored,Clicked,3,0,9,Mutual Funds,High,Wedding,Education,29,Email,Medium,Loan
116,Kerianne Halliwell,21,Female,khalliwell37@yolasite.com,Divorced,0,Employed,397368,Graphic Designer,PhD,Owner,463,769202,94650,WF,3,7,No history,Stocks,Luxury,18825,823,Opened,Clicked,28,8,7,Crypto,High,Wedding,Education,60,WhatsApp,Medium,Insurance
117,Kerry Rosewarne,20,Female,krosewarne38@goodreads.com,Single,5,Unemployed,351409,Marketing Manager,PhD,Renter,475,835492,462623,City Bank,4,0,Good,Stocks,Dining,7837,4872,Opened,Opened,34,10,4,Crypto,Medium,Gadgets,Retirement,12,WhatsApp,Medium,Loan
118,Jane Largan,31,Female,jlargan39@g.co,Married,4,Self-employed,449341,Software Engineer,PhD,Owner,622,526332,225255,BNY,2,8,No history,Real Estate,Luxury,19019,3639,Opened,Opened,29,3,5,Crypto,Medium,Travel,Education,15,SMS,Low,Credit Card
119,Jerald LaBastida,19,Male,jlabastida3a@ning.com,Single,0,Retired,106335,Marketing Manager,High School,Renter,714,1465862,455188,WF,4,5,Good,None,Dining,10700,2647,Opened,Clicked,39,16,0,Crypto,High,Gadgets,Education,47,SMS,High,Credit Card
120,Bryn Duncanson,46,Female,bduncanson3b@com.com,Widowed,4,Student,495141,Sales Associate,Master,Owner,374,1844787,254079,First Bank,4,7,No history,Stocks,Groceries,4692,2055,Opened,Ignored,47,13,0,Mutual Funds,High,Wedding,Property,19,SMS,Medium,Insurance
121,Bowie Dobrowski,50,Male,bdobrowski3c@abc.net.au,Divorced,4,Self-employed,389197,Sales Associate,Master,Owner,337,466070,461928,BNY,3,7,Good,Stocks,Groceries,7062,3466,Clicked,Clicked,30,12,4,Mutual Funds,High,Travel,Retirement,5,Email,High,Insurance
122,Maybelle Coleridge,33,Female,mcoleridge3d@php.net,Single,0,Unemployed,293592,Graphic Designer,Master,Renter,814,494430,407482,National Bank,1,6,Bad,Bonds,Travel,5699,3831,Clicked,Opened,9,10,10,Real Estate,Low,Gadgets,Education,63,WhatsApp,High,Loan
123,Karon Camidge,25,Female,kcamidge3e@trellian.com,Divorced,1,Student,383930,Marketing Manager,PhD,Renter,309,11127,267628,National Bank,3,6,Good,Stocks,Luxury,14296,2629,Clicked,Clicked,38,18,7,Stocks,Low,Wedding,Retirement,2,Email,High,Loan
124,Bearnard Schultheiss,55,Male,bschultheiss3f@wunderground.com,Divorced,4,Retired,454181,Software Engineer,PhD,Owner,306,1682976,353371,BNY,2,1,No history,Crypto,Dining,9469,1404,Ignored,Ignored,47,7,8,Crypto,Low,Travel,Retirement,0,Email,Low,Loan
125,Launce Mulheron,22,Male,lmulheron3g@noaa.gov,Married,4,Self-employed,104390,Graphic Designer,Bachelor,Renter,444,562972,219494,BNY,3,8,No history,Crypto,Travel,7238,14,Clicked,Opened,3,11,1,Real Estate,Medium,Gadgets,Education,32,WhatsApp,Low,Loan
126,Vida Reven,18,Female,vreven3h@addtoany.com,Widowed,1,Student,211583,Graphic Designer,High School,Renter,689,714258,232294,National Bank,1,9,No history,Stocks,Groceries,6581,4432,Opened,Opened,42,17,3,Stocks,High,Wedding,Education,5,Email,Low,Credit Card
127,Catriona Riding,42,Female,criding3i@slideshare.net,Widowed,4,Unemployed,201431,Marketing Manager,High School,Owner,613,1630875,379863,WF,2,7,No history,Crypto,Luxury,6725,1646,Ignored,Ignored,11,5,8,Stocks,Low,Wedding,Property,1,WhatsApp,Medium,Loan
128,Dore Beardshaw,22,Male,dbeardshaw3j@biglobe.ne.jp,Widowed,5,Self-employed,329437,Graphic Designer,Master,Owner,390,1630854,489302,WF,3,2,No history,Stocks,Travel,1742,2421,Clicked,Ignored,34,7,3,Stocks,High,Wedding,Education,46,WhatsApp,Low,Credit Card
129,Brennan Baumer,23,Male,bbaumer3k@google.com,Single,0,Student,346598,Human Resources Specialist,PhD,Owner,515,910823,121585,City Bank,1,9,Good,Stocks,Luxury,15902,4695,Clicked,Ignored,37,16,6,Stocks,Low,Wedding,Education,75,SMS,High,Credit Card
130,Gannie Barden,27,Male,gbarden3l@theguardian.com,Divorced,4,Retired,410455,Marketing Manager,Bachelor,Renter,700,996962,4030,GS,3,8,Good,Stocks,Dining,8755,4850,Clicked,Clicked,25,8,0,Stocks,High,Travel,Property,66,Email,High,Credit Card
131,Poul Cramer,53,Male,pcramer3m@europa.eu,Married,2,Employed,88417,Marketing Manager,High School,Owner,548,529675,460540,City Bank,2,10,Bad,Stocks,Dining,13076,3343,Ignored,Clicked,22,9,7,Mutual Funds,High,Wedding,Retirement,70,WhatsApp,Low,Insurance
132,Foster Benyon,22,Male,fbenyon3n@sfgate.com,Married,2,Student,477979,Marketing Manager,PhD,Renter,349,738077,481765,First Bank,1,6,No history,Real Estate,Travel,15984,959,Opened,Clicked,41,0,9,Crypto,Low,Wedding,Retirement,78,Email,High,Insurance
133,Brendan Grushin,28,Male,bgrushin3o@chicagotribune.com,Married,5,Unemployed,120574,Graphic Designer,PhD,Owner,809,1307664,316827,GS,4,8,Good,Real Estate,Luxury,4401,2880,Ignored,Ignored,28,11,0,Crypto,High,Wedding,Education,56,SMS,High,Credit Card
134,Siana Roath,52,Female,sroath3p@elpais.com,Divorced,4,Student,107164,Human Resources Specialist,PhD,Owner,793,383531,63657,Peoples Bank,3,1,No history,None,Travel,4344,1991,Ignored,Clicked,48,6,9,Mutual Funds,Low,Wedding,Property,17,SMS,Low,Credit Card
135,Louis Mewett,39,Male,lmewett3q@freewebs.com,Divorced,5,Self-employed,109086,Sales Associate,PhD,Renter,636,599993,50199,Peoples Bank,4,6,No history,Bonds,Travel,13533,2962,Ignored,Clicked,35,19,5,Crypto,High,Wedding,Education,43,WhatsApp,Medium,Loan
136,Ingra Bridle,27,Male,ibridle3r@alexa.com,Married,5,Student,311986,Software Engineer,Master,Renter,850,803679,366105,National Bank,5,7,Bad,Stocks,Dining,6001,3604,Opened,Clicked,29,1,5,Real Estate,Medium,Travel,Property,21,WhatsApp,Medium,Loan
137,Ann Holberry,25,Female,aholberry3s@archive.org,Single,0,Retired,36744,Marketing Manager,PhD,Renter,678,268177,91118,GS,1,6,Bad,Real Estate,Luxury,7153,878,Opened,Clicked,33,9,8,Crypto,Low,Travel,Education,40,WhatsApp,Medium,Insurance
138,Latrina Jamot,48,Female,ljamot3t@yahoo.co.jp,Married,4,Self-employed,400246,Software Engineer,Master,Owner,675,98337,110547,First Bank,5,5,Good,Stocks,Travel,18768,4959,Clicked,Clicked,41,7,7,Mutual Funds,Low,Wedding,Property,15,WhatsApp,Medium,Insurance
139,Jean Craighill,38,Male,jcraighill3u@hugedomains.com,Single,5,Retired,199382,Software Engineer,Bachelor,Owner,823,623630,39368,Community Bank,2,9,Bad,Real Estate,Groceries,14466,2672,Opened,Clicked,3,12,7,Crypto,Medium,Gadgets,Property,34,WhatsApp,High,Insurance
140,Kandace Sadgrove,55,Female,ksadgrove3v@google.fr,Divorced,4,Self-employed,405926,Graphic Designer,High School,Renter,433,159114,143705,WF,1,4,Good,Real Estate,Travel,13059,3053,Clicked,Clicked,19,7,0,Mutual Funds,Low,Gadgets,Education,47,SMS,Medium,Credit Card
141,Marietta Druitt,19,Male,mdruitt3w@theguardian.com,Widowed,5,Unemployed,469200,Human Resources Specialist,Master,Renter,431,791902,429875,City Bank,1,3,Good,Stocks,Groceries,6707,4052,Clicked,Ignored,48,17,6,Crypto,High,Travel,Education,36,Email,High,Loan
142,Cullan Brislawn,48,Male,cbrislawn3x@yellowpages.com,Single,4,Employed,81428,Graphic Designer,Bachelor,Renter,555,1599212,152292,First Bank,1,2,Bad,Crypto,Groceries,2797,1212,Ignored,Opened,37,11,6,Real Estate,Low,Wedding,Retirement,31,SMS,Low,Insurance
143,Winnifred Docksey,34,Female,wdocksey3y@chronoengine.com,Single,1,Student,465029,Sales Associate,High School,Owner,829,1924954,300266,Peoples Bank,5,1,No history,Crypto,Dining,3892,955,Opened,Opened,48,15,2,Crypto,High,Travel,Education,68,SMS,Low,Insurance
144,Neile Brydone,36,Female,nbrydone3z@quantcast.com,Widowed,4,Unemployed,467886,Marketing Manager,Bachelor,Renter,386,1374846,117936,Peoples Bank,4,4,Good,Bonds,Travel,15478,66,Clicked,Opened,36,1,2,Mutual Funds,Low,Wedding,Property,19,SMS,Medium,Credit Card
145,Justus Cesco,40,Male,jcesco40@ted.com,Widowed,2,Employed,165461,Marketing Manager,Master,Owner,845,1961998,112129,WF,2,5,Good,Real Estate,Dining,11617,3098,Ignored,Clicked,25,8,1,Mutual Funds,Low,Gadgets,Education,68,SMS,High,Credit Card
146,Collin Gaddes,38,Male,cgaddes41@indiatimes.com,Divorced,2,Student,224234,Marketing Manager,High School,Owner,447,1090849,84128,City Bank,5,3,Good,Real Estate,Luxury,12062,3028,Clicked,Ignored,43,7,8,Stocks,High,Gadgets,Retirement,54,SMS,High,Credit Card
147,Terri Gunbie,45,Male,tgunbie42@ed.gov,Widowed,4,Self-employed,262486,Marketing Manager,High School,Owner,394,1660310,479103,National Bank,2,8,No history,Crypto,Luxury,10531,4598,Opened,Ignored,12,17,0,Stocks,Medium,Wedding,Property,76,Email,Medium,Insurance
148,Kimberli Dowker,19,Female,kdowker43@ezinearticles.com,Widowed,4,Retired,266715,Graphic Designer,Bachelor,Owner,808,379048,21400,City Bank,1,8,No history,Real Estate,Dining,15922,4242,Ignored,Ignored,49,10,8,Crypto,High,Travel,Property,61,Email,Low,Credit Card
149,Bernie Mold,35,Male,bmold44@chron.com,Single,5,Retired,457648,Human Resources Specialist,Master,Owner,343,1505573,85000,Peoples Bank,3,10,Good,Real Estate,Dining,15465,2565,Ignored,Opened,28,15,1,Crypto,Medium,Travel,Education,87,WhatsApp,Medium,Loan
150,Karie Estabrook,30,Female,kestabrook45@google.ca,Single,1,Student,116802,Graphic Designer,PhD,Owner,506,287103,310855,Community Bank,3,8,Good,Stocks,Luxury,18460,1483,Clicked,Clicked,38,20,6,Stocks,High,Gadgets,Education,45,WhatsApp,Low,Loan
151,Phillie Dimitrijevic,54,Female,pdimitrijevic46@bbc.co.uk,Single,5,Employed,238065,Sales Associate,Bachelor,Renter,412,1960330,290361,Community Bank,1,7,No history,Stocks,Groceries,15088,167,Ignored,Opened,32,12,9,Mutual Funds,Low,Wedding,Retirement,4,Email,Medium,Credit Card
152,Anallese Mulqueeny,41,Female,amulqueeny47@nsw.gov.au,Divorced,1,Student,434672,Graphic Designer,Bachelor,Owner,337,1863708,334329,BNY,1,10,Good,Stocks,Dining,13037,4136,Clicked,Opened,39,15,8,Mutual Funds,Low,Gadgets,Education,29,Email,Medium,Credit Card
153,Harlene Cottem,19,Female,hcottem48@reference.com,Widowed,0,Student,363830,Graphic Designer,High School,Renter,846,129974,384918,Peoples Bank,1,7,Good,Bonds,Dining,19739,4070,Ignored,Ignored,34,2,8,Stocks,Low,Wedding,Retirement,75,WhatsApp,Low,Loan
154,Kristy Trayton,51,Female,ktrayton49@wordpress.com,Single,0,Retired,97164,Human Resources Specialist,High School,Renter,480,1005266,484646,Peoples Bank,3,7,Bad,Stocks,Dining,3293,4035,Opened,Clicked,10,9,10,Stocks,High,Wedding,Education,46,Email,Medium,Loan
155,Mortie Weare,30,Male,mweare4a@ezinearticles.com,Divorced,0,Unemployed,286885,Human Resources Specialist,High School,Owner,812,1470025,102189,Peoples Bank,5,9,Good,Stocks,Groceries,11917,2110,Clicked,Clicked,18,14,8,Mutual Funds,High,Wedding,Property,79,Email,Medium,Insurance
156,Harrietta Bruckent,37,Female,hbruckent4b@com.com,Married,2,Student,113386,Graphic Designer,Master,Renter,689,1494128,272670,City Bank,5,1,No history,Bonds,Groceries,17905,815,Opened,Ignored,47,14,9,Real Estate,Low,Gadgets,Education,50,WhatsApp,High,Credit Card
157,Joscelin Skirving,52,Female,jskirving4c@devhub.com,Divorced,0,Retired,438992,Graphic Designer,Master,Renter,543,1120231,451298,Community Bank,1,2,Good,Crypto,Groceries,10613,480,Ignored,Clicked,50,3,6,Crypto,Medium,Wedding,Education,54,WhatsApp,Medium,Credit Card
158,Hobie Sincock,30,Male,hsincock4d@wikipedia.org,Single,3,Retired,427790,Software Engineer,PhD,Owner,577,1330819,403607,WF,3,2,Bad,None,Luxury,2162,3815,Clicked,Ignored,21,6,4,Crypto,Low,Wedding,Retirement,70,SMS,High,Credit Card
159,Enoch Toulson,50,Male,etoulson4e@ucoz.ru,Single,0,Retired,177035,Sales Associate,PhD,Owner,365,995172,106599,Community Bank,2,5,Bad,Bonds,Luxury,12678,670,Ignored,Opened,50,5,7,Real Estate,Low,Gadgets,Retirement,99,Email,High,Credit Card
160,Brigid Giscken,28,Female,bgiscken4f@prlog.org,Widowed,4,Self-employed,337374,Software Engineer,High School,Owner,643,398460,221462,Community Bank,2,2,Bad,None,Groceries,9207,393,Clicked,Ignored,48,15,9,Mutual Funds,Low,Wedding,Education,95,WhatsApp,High,Insurance
161,Tessy Dawe,31,Female,tdawe4g@parallels.com,Single,0,Employed,348376,Human Resources Specialist,High School,Owner,349,154649,446990,WF,4,1,Good,None,Luxury,11509,2296,Ignored,Clicked,36,14,4,Real Estate,High,Travel,Property,55,Email,Low,Credit Card
162,Kassi Collumbell,54,Female,kcollumbell4h@php.net,Divorced,0,Student,213626,Human Resources Specialist,Bachelor,Renter,810,765320,133537,Community Bank,2,3,Bad,Crypto,Travel,7652,4754,Clicked,Opened,42,19,4,Mutual Funds,High,Travel,Retirement,45,Email,Low,Loan
163,Abagail Morad,30,Female,amorad4i@nature.com,Widowed,2,Self-employed,411762,Sales Associate,Bachelor,Owner,756,1634598,193796,First Bank,5,2,Good,Bonds,Dining,1112,3705,Opened,Clicked,28,7,6,Real Estate,High,Wedding,Education,38,Email,Low,Loan
164,Leicester Muzzullo,52,Male,lmuzzullo4j@google.nl,Single,1,Student,323911,Human Resources Specialist,Master,Owner,600,603484,193043,GS,3,10,No history,Real Estate,Travel,2406,3385,Clicked,Opened,44,19,6,Real Estate,Medium,Travel,Retirement,89,WhatsApp,Medium,Insurance
165,Tulley Vassar,40,Male,tvassar4k@gravatar.com,Divorced,2,Retired,300739,Graphic Designer,PhD,Renter,593,1025025,440445,GS,5,6,No history,Stocks,Luxury,6610,1390,Clicked,Clicked,14,2,5,Crypto,High,Wedding,Property,49,Email,High,Loan
166,Melonie Bradd,21,Female,mbradd4l@liveinternet.ru,Divorced,2,Employed,440355,Marketing Manager,High School,Renter,713,880266,274211,First Bank,4,9,Bad,Bonds,Travel,19965,2923,Opened,Ignored,15,4,3,Mutual Funds,High,Gadgets,Education,37,SMS,Medium,Credit Card
167,Dorette Trank,18,Female,dtrank4m@studiopress.com,Single,5,Self-employed,443901,Software Engineer,Bachelor,Renter,387,192120,152474,City Bank,4,6,Good,Real Estate,Groceries,12167,2780,Opened,Ignored,45,17,1,Real Estate,High,Wedding,Education,74,Email,High,Loan
168,Jessalin Florey,19,Female,jflorey4n@scribd.com,Divorced,3,Self-employed,57390,Graphic Designer,Master,Renter,393,1018386,213081,Peoples Bank,1,9,Bad,Crypto,Travel,9402,4227,Clicked,Opened,28,7,8,Crypto,Medium,Gadgets,Education,43,WhatsApp,Low,Credit Card
169,Bernete Benge,48,Female,bbenge4o@army.mil,Divorced,5,Retired,492899,Human Resources Specialist,Master,Owner,453,659728,414241,Community Bank,2,5,No history,None,Luxury,5326,2126,Opened,Ignored,49,8,0,Mutual Funds,Low,Wedding,Education,61,WhatsApp,High,Insurance
170,Chilton Frankcomb,51,Male,cfrankcomb4p@live.com,Divorced,5,Employed,95601,Marketing Manager,Master,Owner,705,937725,106723,Peoples Bank,4,1,No history,Crypto,Luxury,14766,3241,Opened,Clicked,8,17,3,Stocks,High,Gadgets,Education,14,SMS,Medium,Loan
171,Cullen Tilbrook,50,Male,ctilbrook4q@xing.com,Divorced,3,Self-employed,174998,Software Engineer,High School,Owner,735,1380153,257494,Community Bank,4,2,Good,Real Estate,Groceries,8505,500,Clicked,Ignored,7,13,9,Mutual Funds,High,Wedding,Education,2,WhatsApp,Low,Credit Card
172,Natty Whitty,34,Female,nwhitty4r@diigo.com,Widowed,1,Retired,422058,Human Resources Specialist,Master,Renter,346,1389124,184540,BNY,4,0,Bad,None,Dining,8965,1399,Clicked,Ignored,0,10,3,Stocks,Low,Wedding,Property,10,SMS,Low,Credit Card
173,Hilarius Latch,38,Male,hlatch4s@bing.com,Single,2,Retired,351030,Marketing Manager,Master,Renter,449,1312922,343484,BNY,3,9,No history,Real Estate,Groceries,15921,1960,Ignored,Ignored,22,7,4,Crypto,High,Gadgets,Education,46,SMS,Medium,Loan
174,Brandice Sherebrooke,31,Female,bsherebrooke4t@digg.com,Divorced,1,Unemployed,151409,Graphic Designer,PhD,Renter,489,850543,299131,National Bank,4,8,Good,Bonds,Dining,1398,4503,Opened,Ignored,37,19,8,Stocks,Low,Travel,Property,87,SMS,High,Loan
175,Linn Wallman,19,Male,lwallman4u@biblegateway.com,Widowed,1,Student,336487,Software Engineer,PhD,Renter,726,553474,46374,BNY,2,4,No history,Real Estate,Travel,13251,3830,Clicked,Clicked,5,14,5,Real Estate,Low,Gadgets,Education,99,Email,Low,Loan
176,Morrie Constance,25,Male,mconstance4v@elpais.com,Married,1,Self-employed,358235,Software Engineer,High School,Owner,583,1536456,101310,Community Bank,4,2,No history,None,Dining,16415,1127,Opened,Ignored,3,4,1,Crypto,Medium,Travel,Property,52,Email,Low,Insurance
